  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,c ,  ,  ,  ,  ,        ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,c ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,  ,  ,c ,  ,end
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,end
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,end
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,c ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,     ,bb(cccc),  ,  ,  ,  ,  ,ic,  ,  ,  ,  ,  ,  ,  ,  ,c ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,bh(u),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,c ,end
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,     ,        ,  ,  ,  ,  ,  ,  ,ic,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,c ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,end
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,     ,        ,  ,  ,  ,  ,  ,  ,  ,ic,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,end
bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,     ,        ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ic ,  ,ic,  ,ic,  ,ic,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,end
bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,bb,bq(c),   bb   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,is,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  bb ,bb,bb,bb,bb,bb,bb,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,end
bs,bs,bs,bs,bs,bs,bb,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,     ,        ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,end
bs,bs,bs,bs,bs,bb,bb,bs,bs,bs,bs,bs,bs, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,eg,  ,     ,        ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,end
bs,bs,bs,bs,bs,bs,bb,bs,bs,bs,bs,bs,bs,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,     ,        ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,  ,  ,  ,  ,  ,  ,ic,  ,ic,  ,ic,  ,ic,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,end
bs,bs,bs,bs,bs,bs,bb,bs,bs,bs,bs,bs,bs,  , m,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,bb,bb,bq(m),bb,bb,bb,  bb ,   bb   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,bs,  ,  ,  ,  ,  ,  ,  ,  ,bs,eg,  ,  ,  ,  ,  ,  ,eg,bs,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,  ,  ,  ,  ,  ,  ,bb,bb,bb,bb,bb,bb,bb,  ,  ,  ,  ,  ,  ,  ,  ,  , l,  ,  ,  ,fp,  ,  ,  ,h ,  ,  ,  ,  ,h ,  ,end
bs,bs,bs,bs,bs,bb,bb,bb,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,     ,        ,  ,  ,  ,  ,  ,  ,  ,  ,bs,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,bs,  ,  ,  ,  ,  ,  ,  ,  ,bs,bb,bb,bb,bb,bb,bb,bb,bb,bs,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,end
bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,     ,        ,  ,  ,  ,  ,  ,  ,  ,bs,bs,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,bs,  ,  ,  ,  ,  ,  ,  ,  ,bs,  ,  ,  ,  ,  ,  ,  ,  ,bs,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,end
bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,  ,  ,h ,  ,  ,  ,  ,     ,  ,  ,  ,     ,        ,  ,  ,h ,  ,  ,  ,bs,bs,bs,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,bs,ek,  ,  ,h ,  ,  ,  ,  ,bs,  ,ic,  ,  ,  ,  ,ic,  ,bs,  ,ic,  ,ic,  ,  ,  ,  ,  ,  ,  ,  ,  ,     ,  ,  ,  ,  ,bs,  ,  ,ek,h ,  ,  ,  ,  ,  ,  ,  ,  ,h ,  ,  ,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,bs,end
bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,  bg ,bg,bg,bg,  bg ,   bg   ,bg,bg,bg,bg,bg,bg,bg,bg,bg,  ,  ,  ,  ,  ,  ,  ,  ,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,  ,  ,  ,bg,  ,bg,  ,  ,bg,  bg ,  ,  ,  ,  ,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,bg,end
bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  bf ,bf,bf,bf,  bf ,   bf   ,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,  ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,bf,  ,bf,  ,  ,bf,  bf ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,end
bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  bf ,bf,bf,bf,  bf ,   bf   ,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,  ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,bf,  ,bf,  ,  ,bf,  bf ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,end
bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  bf ,bf,bf,bf,  bf ,   bf   ,bf,bf,bf,bf,bf,bf,bf,bf,bf,kz,kz,kz,kz,kz,kz,kz,kz,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,kz,kz,kz,bf,kz,bf,kz,kz,bf,  bf ,kz,kz,kz,kz,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,end
bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  bf ,bf,bf,bf,  bf ,   bf   ,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,  ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,bf,  ,bf,  ,  ,bf,  bf ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,end
bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  bf ,bf,bf,bf,  bf ,   bf   ,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,  ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,bf,  ,bf,  ,  ,bf,  bf ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,end
bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  bf ,bf,bf,bf,  bf ,   bf   ,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,  ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,bf,  ,bf,  ,  ,bf,  bf ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,end
bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  bf ,bf,bf,bf,  bf ,   bf   ,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,  ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,bf,  ,bf,  ,  ,bf,  bf ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,end
bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  bf ,bf,bf,bf,  bf ,   bf   ,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,  ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,  ,  ,  ,bf,  ,bf,  ,  ,bf,  bf ,  ,  ,  ,  ,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,bf,end

